"상품명","옵션내용","현재고","미발송수","주문수","주문금액","20150401","20150402","20150403","20150404","20150405","20150406","20150407","20150408","20150409","20150410","20150411","20150412","20150413","20150414","20150415","20150416","20150417","20150418","20150419","20150420","20150421","20150422","20150423","20150424","20150425","20150426","20150427","20150428","20150429","20150430","20150501","20150502","20150503","20150504","20150505","20150506","20150507","20150508","20150509","20150510","20150511","20150512","20150513","20150514","20150515","20150516","20150517","20150518","20150519","20150520","20150521","20150522","20150523","20150524","20150525","20150526","20150527","20150528","20150529","20150530","20150531","20150601","20150602","20150603","20150604","20150605","20150606","20150607","20150608","20150609","20150610","20150611","20150612","20150613","20150614","20150615","20150616","20150617","20150618","20150619","20150620","20150621","20150622","20150623","20150624","20150625","20150626","20150627","20150628","20150629","20150630",
"그로우 데스크","리어탑CN","10","0","998","1023728500","16","17","8","0","0","57","16","12","16","5","0","0","42","8","8","17","4","0","0","41","14","6","7","11","0","0","28","10","6","9","0","0","0","48","0","22","12","13","0","0","40","8","6","9","4","0","0","42","15","3","10","14","0","0","0","39","11","8","5","0","0","48","14","9","7","7","0","0","41","4","4","7","7","0","0","29","11","4","6","6","0","0","53","13","5","7","7","0","0","35","7",
"그로우 데스크","다리G  (구형)","12","0","726","749859600","12","10","7","0","0","39","16","5","14","0","0","0","33","8","7","19","5","0","0","35","7","2","4","8","0","0","24","8","4","5","0","0","0","38","0","14","7","6","0","0","23","4","4","6","4","0","0","32","6","5","7","8","0","0","0","39","11","7","4","0","0","36","7","4","4","3","0","0","29","4","2","9","4","0","0","22","3","3","7","2","0","0","37","3","3","4","7","0","0","28","8",
"그로우 데스크","다리W (구형)","14","0","484","497477400","7","8","4","0","0","28","4","8","5","5","0","0","20","2","5","3","0","0","0","24","7","5","5","6","0","0","13","3","2","4","0","0","0","20","0","11","6","8","0","0","27","5","3","4","0","0","0","16","10","1","6","9","0","0","0","18","3","2","2","0","0","21","6","7","4","5","0","0","22","2","3","0","3","0","0","15","8","2","1","2","0","0","28","11","2","4","3","0","0","13","3",
"그로우 데스크","리어탑SN","9","0","219","226703500","3","1","3","0","0","12","4","1","3","0","0","0","11","2","4","5","1","0","0","18","0","1","2","3","0","0","9","1","0","0","0","0","0","11","0","4","1","1","0","0","10","1","1","1","0","0","0","6","1","2","2","3","0","0","0","19","3","1","1","0","0","9","0","2","1","1","0","0","10","2","1","2","0","0","0","8","0","1","2","0","0","0","13","1","0","1","3","0","0","6","4",
"스탠딩 데스크","상판","1","0","36","25164000","0","3","2","0","0","2","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","1","0","0","2","0","0","1","0","0","0","2","0","0","0","2","0","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","1","1","0","0","0","0","0","2","1","0","0","0","0","3","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","1",
"스탠딩 데스크","다리","1","0","36","25164000","0","3","2","0","0","2","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","1","0","0","2","0","0","1","0","0","0","2","0","0","0","2","0","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","1","1","0","0","0","0","0","2","1","0","0","0","0","3","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","1",
"스탠딩 데스크","리어탑","4","0","36","25164000","0","3","2","0","0","2","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","1","0","0","2","0","0","1","0","0","0","2","0","0","0","2","0","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","1","1","0","0","0","0","0","2","1","0","0","0","0","3","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","1",
"NS750AR","단일상품","0","0","103","22392000","0","4","0","0","0","5","4","0","0","0","0","0","4","0","0","2","3","0","0","1","0","3","0","0","0","0","3","3","1","1","0","0","0","3","0","0","1","2","0","0","7","4","0","1","2","0","0","3","1","1","2","1","0","0","0","6","0","1","2","0","0","3","1","0","3","0","0","0","4","2","1","0","2","0","0","4","2","1","0","0","0","0","2","0","0","3","3","0","0","0","1",
"NS630","단일상품","0","0","170","18968100","1","4","2","0","0","3","1","0","0","0","0","0","3","0","0","0","1","0","0","2","0","1","2","2","0","0","6","3","2","3","0","0","0","8","0","4","2","2","0","0","2","3","2","1","1","0","0","7","4","1","3","1","0","0","0","11","1","1","3","0","0","9","9","2","1","0","0","0","6","4","3","1","3","0","0","7","1","2","3","0","0","0","9","1","2","1","2","0","0","7","4",
