"상품명","옵션내용","현재고","미발송수","주문수","주문금액","20200101","20200102","20200103","20200104","20200105","20200106","20200107","20200108","20200109","20200110","20200111","20200112","20200113","20200114","20200115","20200116","20200117","20200118","20200119","20200120","20200121","20200122","20200123","20200124","20200125","20200126","20200127","20200128","20200129","20200130","20200131","20200201","20200202","20200203","20200204","20200205","20200206","20200207","20200208","20200209","20200210","20200211","20200212","20200213","20200214","20200215","20200216","20200217","20200218","20200219","20200220","20200221","20200222","20200223","20200224","20200225","20200226","20200227","20200228","20200229","20200301","20200302","20200303","20200304","20200305","20200306","20200307","20200308","20200309","20200310","20200311","20200312","20200313","20200314","20200315","20200316","20200317","20200318","20200319","20200320","20200321","20200322","20200323","20200324","20200325","20200326","20200327","20200328","20200329","20200330","20200331",
"그로우 데스크","다리G (패킹변경)","56","1","1342","1248652300","0","16","17","0","0","76","17","14","7","14","0","0","75","20","7","9","15","0","0","64","10","9","12","0","0","0","0","60","15","8","17","0","0","84","19","11","9","13","0","0","73","28","10","20","14","0","0","97","11","14","15","11","0","0","62","19","5","8","11","0","0","36","6","8","11","14","0","0","37","5","14","12","11","0","0","39","9","5","6","13","0","0","39","9","9","6","4","0","0","24","9",
"그로우 데스크","상판CN (패킹변경)","0","0","1296","1208507300","0","18","17","0","0","70","14","13","5","10","0","0","67","17","9","10","16","0","0","56","8","7","13","0","0","0","0","54","12","9","14","0","0","76","17","14","11","11","0","0","68","27","14","13","20","0","0","93","9","20","11","16","0","0","66","15","2","9","14","0","0","33","9","9","12","10","0","0","37","7","13","14","13","0","0","40","8","6","6","13","0","0","35","7","10","6","5","0","0","31","7",
"그로우 데스크","리어탑CN","10","0","1281","1196473100","0","18","17","0","0","70","14","12","5","10","0","0","66","16","8","10","16","0","0","56","8","7","11","0","0","0","0","53","12","9","14","0","0","76","16","13","11","11","0","0","68","27","14","13","20","0","0","93","9","20","11","16","0","0","66","15","2","9","14","0","0","32","8","9","11","10","0","0","37","7","13","14","13","0","0","40","8","6","5","13","0","0","34","6","10","6","4","0","0","32","7",
"북디바이더1ea (브라운)","단일상품","1455","210","9167","1098875100","0","114","108","0","0","485","117","72","66","84","0","0","519","117","33","69","93","0","0","461","81","51","81","0","0","0","0","378","69","111","111","0","0","606","150","69","72","69","0","0","492","171","57","134","123","0","0","646","90","93","72","129","0","0","423","99","21","45","72","0","0","214","84","57","72","78","0","0","267","60","60","60","84","0","0","323","51","24","54","84","0","0","255","54","42","55","57","0","0","207","72",
"그로우 데스크","상판SN (패킹변경)","2","0","932","860587400","0","11","9","0","0","48","14","4","8","11","0","0","41","15","1","4","11","0","0","56","8","7","5","0","0","0","0","39","9","5","7","0","0","67","11","5","9","7","0","0","48","17","2","20","8","0","0","64","11","8","11","12","0","0","54","12","4","3","7","0","0","25","7","6","5","9","0","0","31","4","5","4","6","0","0","36","4","4","6","5","0","0","32","7","6","5","6","0","0","17","9",
"그로우 데스크","리어탑SN","9","0","926","856873400","0","11","9","0","0","47","14","4","8","11","0","0","41","15","1","4","11","0","0","56","7","6","5","0","0","0","0","39","8","5","7","0","0","67","11","5","9","7","0","0","48","17","2","18","8","0","0","65","11","7","11","12","0","0","54","12","4","3","7","0","0","25","7","5","5","9","0","0","31","4","5","5","6","0","0","36","4","4","6","5","0","0","33","7","6","5","6","0","0","17","8",
"그로우 데스크","다리W (패킹변경)","1","0","869","811007400","0","12","8","0","0","41","11","3","6","7","0","0","33","12","2","5","12","0","0","48","5","4","5","0","0","0","0","32","5","6","4","0","0","59","8","7","11","5","0","0","43","16","6","13","14","0","0","60","9","13","7","17","0","0","58","8","1","4","10","0","0","22","10","6","5","5","0","0","31","6","4","6","8","0","0","37","3","5","6","5","0","0","28","4","7","5","6","0","0","24","6",
"싱글침대","화이트워시","91","7","1022","697247100","0","5","7","0","0","40","7","2","6","3","0","0","28","9","2","6","10","0","0","57","7","3","7","0","0","0","0","41","9","10","7","0","0","63","14","7","13","7","0","0","52","12","10","19","10","0","0","55","11","18","15","14","0","0","55","14","2","5","7","0","0","33","6","2","11","7","0","0","25","8","10","5","8","0","0","51","12","4","9","7","0","0","50","18","13","10","10","0","0","40","14",
"현대물류용 그로우 데스크","상판CN (패킹변경)","1","0","427","399170700","0","2","5","0","0","23","6","1","5","3","0","0","31","3","1","3","4","0","0","15","6","1","4","0","0","0","0","10","5","12","7","0","0","26","13","0","4","3","0","0","25","8","8","6","5","0","0","47","4","3","5","4","0","0","9","6","0","2","4","0","0","9","2","1","3","2","0","0","7","3","0","1","5","0","0","13","4","0","1","4","0","0","11","1","3","4","5","0","0","15","4",
