상품명,옵션내용,현재고,미발송수,주문수,주문금액,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026
스탠딩 데스크,다리,1,0,,,146,112,71,41,21,19,13,5,4,2,0,0
스탠딩 데스크,리어탑,4,0,,,146,113,71,40,21,18,13,5,4,2,0,0
AS 기타,부품,72,0,,,4,14,11,0,0,0,0,0,0,0,0,0
원형 드로워,핑크,1,0,,,0,74,78,25,0,0,0,0,0,0,1,0
원형 드로워,블루,1,0,,,34,32,55,61,20,15,13,4,4,2,15,7
원형 드로워,오렌지,0,0,,,4,9,12,26,5,10,10,0,0,0,0,1
원형 드로워,그레이,3,0,,,0,316,524,494,194,133,0,0,0,0,0,0
원형 드로워,베이지,1,0,,,0,533,484,305,66,41,20,17,0,0,0,0
싱글침대,화이트(MDF) (사용안함),78,0,,,5,79,30,2,0,0,0,1,2,0,0,0
싱글침대,투톤(스톤),2,0,,,24,776,1153,1100,716,850,518,215,106,33,0,0
미드확장키트,화이트(MDF) (사용안함),13,0,,,2,11,4,0,0,0,0,0,0,0,0,0
미드확장키트,화이트워시,3,0,,,2,141,269,361,575,1066,664,365,236,210,0,1
미드확장키트,투톤(스톤),4,0,,,3,240,413,379,253,259,147,57,29,6,0,0
벙커확장키트,화이트(MDF) 이층 (사용안함),17,0,,,1,7,7,0,0,0,0,1,1,0,0,0
하이확장키트,화이트(MDF)2 (사용안함),4,0,,,1,17,6,0,0,0,0,0,0,0,0,0
하이확장키트,화이트워시2,0,0,,,9,189,295,363,279,473,429,270,166,136,4,1
스널크 침구 S,해적,27,0,,,0,32,10,7,11,11,23,10,3,4,1,0
손잡이(원형),오렌지,85,0,,,12,57,79,116,133,142,0,0,0,0,0,0
손잡이(원형),그린,179,0,,,27,481,167,163,213,163,0,0,0,0,0,0
AS 리클라이너,글로브AH 메인 프레임 네추럴,15,0,,,3,0,0,0,0,0,0,0,0,0,0,0
AS 리클라이너,글로브AH 메인 프레임 에스프레소,1,0,,,0,1,1,0,0,2,1,0,0,0,0,0
AS 리클라이너,글로브AH 스툴 프레임 에스프레소,20,0,,,0,0,0,0,0,0,0,0,0,0,0,0
스널크 침구 S,볼풀,1,0,,,0,61,24,35,40,35,15,0,4,1,0,0
스널크 침구 S,플라멩고(집시),19,0,,,0,44,6,6,10,3,19,6,0,0,0,0
스널크 침구 S,지오가미,0,0,,,0,57,18,33,21,15,2,3,0,0,0,0
스널크 침구 S,중세기사,2,0,,,0,100,76,50,49,39,41,17,0,0,0,0
낮은책장-단종,화이트워시,1,0,,,0,18,18,19,18,9,10,1,0,0,0,0
책장,화이트워시,42,0,,,0,62,46,3,1,2,3,8,4,0,0,0
서랍장,화이트워시(구형X),1,0,,,0,29,17,21,14,16,10,0,0,0,0,0
어린이 옷장-단종,화이트워시,0,0,,,0,12,15,11,3,6,10,1,0,0,0,0
손잡이(원형),진베이지,346,0,,,0,533,483,309,63,259,0,1,0,0,0,0
어린이 옷장-단종,화이트워시2,2,0,,,0,8,14,11,3,6,8,1,0,0,0,0
등받이커버-NS공용,블루(뉴),22,0,,,61,38,57,29,73,99,56,45,18,25,5,0
미끄럼틀,화이트워시,12,0,,,0,1,8,4,4,0,0,0,0,0,0,0
AS 리클라이너,메다라운저 모터,2,0,,,0,0,0,0,0,0,0,0,0,0,0,0
AS 리클라이너,메다라운저 컨트롤박스,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0
밤부체어,W블루,0,0,,,0,432,616,810,1140,833,474,0,0,0,0,0
밤부체어,W레드,0,0,,,0,166,272,257,338,295,164,0,0,0,0,0
AS 리클라이너,img 모터세트,2,0,,,0,0,0,0,0,0,0,0,0,0,0,0
스널크 침구 S,트램폴린,2,0,,,0,9,14,23,17,18,31,1,0,0,0,0
스널크 침구 S,캔디블라스트,2,0,,,0,16,125,134,87,2,0,0,0,0,0,0
스널크 침구 S,플라워필드,58,0,,,0,19,103,92,51,63,46,25,20,13,13,0
스널크 침구 S,투스페이스트,1,0,,,0,21,69,89,52,22,51,27,0,0,0,0
스널크 침구 S,사커챔프(그린),1,0,,,0,67,154,173,156,108,1,1,7,1,1,0
스널크 침구 S,블랙퍼스트,2,0,,,0,3,1,3,1,1,8,0,3,1,0,0
스널크 침구 S,윈터넛츠(플란넬),4,0,,,0,14,9,14,7,11,0,0,0,0,0,0
스널크 침구 S,베니스,0,0,,,0,4,8,11,4,12,13,1,0,0,0,0
스널크 침구 S,트위레-쿨그레이(플란넬),2,0,,,0,3,7,10,19,8,0,3,7,0,0,0
스널크 침구 S,트위레-내추럴베이지(플란넬),6,0,,,0,5,4,10,11,1,6,1,6,2,3,0
스널크 침구 S,트위레-더스티핑크,0,0,,,0,17,6,1,2,0,0,0,0,0,1,0
스널크 침구 S,트위레-페일그린(플란넬),4,0,,,0,7,7,5,0,0,0,1,0,0,0,1
스널크 침구 S,토스트,6,0,,,0,1,1,6,2,3,4,1,0,0,1,0
스널크 침구 S,모노가미-레드,20,0,,,0,9,15,24,15,7,11,8,2,1,0,0
스널크 침구 S,모노가미-옐로,10,0,,,0,9,17,20,15,8,15,8,3,3,2,1
스널크 침구 S,100%양털(아기양),2,0,,,0,11,14,10,4,4,7,5,0,0,0,0
스널크 침구 S,베씨(금붕어),1,0,,,0,3,5,7,3,2,0,1,0,0,0,0
스널크 침구 S,그래니,2,0,,,0,9,7,6,7,5,20,7,1,4,0,0
스널크 침구 S,버터플라이,0,0,,,0,19,13,16,13,9,25,7,6,2,3,0
스널크 침구 S,밥(비글),26,0,,,0,12,23,17,3,15,0,9,17,9,7,2
스널크 침구 Q,지오가미,2,0,,,0,6,17,12,11,18,6,7,0,0,0,0
스널크 침구 Q,수영장,1,0,,,0,3,7,3,6,8,5,3,1,1,0,5
스널크 침구 Q,트위레-쿨그레이(플란넬),3,0,,,0,17,13,14,7,2,1,2,1,0,0,0
스널크 침구 Q,트위레-내추럴베이지(플란넬),0,0,,,0,6,4,4,5,10,8,1,0,0,0,0
스널크 침구 Q,트위레-페일그린(플란넬),3,0,,,0,7,4,3,2,2,0,0,1,0,0,0
스널크 침구 Q,토스트,7,0,,,0,2,1,4,0,1,1,1,0,5,1,2
스널크 침구 Q,모노가미-옐로,1,0,,,0,7,9,11,1,3,1,0,0,0,0,0
스널크 침구 Q,베씨(금붕어),1,0,,,0,3,9,2,4,11,5,2,2,2,1,0
스널크 침구 Q,그래니,2,0,,,0,1,4,2,2,0,0,0,0,0,0,0
스널크 침구 Q,모노가미-레드,1,0,,,0,9,11,7,2,0,0,0,0,0,0,0
스널크 쿠션 50*50,지오가미-블루,9,0,,,0,14,2,0,0,4,2,1,0,1,0,0
스널크 쿠션 50*50,지오가미-핑크,6,0,,,0,15,1,3,2,3,3,0,0,1,0,0
스널크 쿠션 50*50,매크로 오션,0,0,,,0,5,0,2,0,1,0,1,0,0,0,0
스널크 쿠션 50*50,마이크로 트리,9,0,,,0,4,1,3,2,0,0,1,0,0,0,0
스널크 쿠션 50*50,트위레-블루,0,0,,,0,5,2,0,0,0,0,0,0,0,0,0
스널크 쿠션 50*50,트위레-더스티핑크,1,0,,,0,4,0,1,0,0,0,0,0,0,0,0
스널크 쿠션 50*50,그래니-블랙,2,0,,,0,2,0,0,2,1,1,2,0,0,0,0
스널크 쿠션 50*50,그래니-화이트,1,0,,,0,1,2,3,2,0,0,0,0,0,0,0
스널크 쿠션 50*50,트위레-옐로,1,0,,,0,4,0,0,0,0,1,0,0,0,0,0
스널크 쿠션 50*50,와터 월넛,7,0,,,0,1,1,1,0,0,0,0,0,0,0,0
스널크 쿠션 50*50,헤더 레더,5,0,,,0,1,1,0,0,0,0,2,0,0,0,0
스널크 쿠션 35*50,지오가미-블루,9,0,,,0,1,0,0,0,0,0,0,0,0,0,0
스널크 쿠션 35*50,지오가미-핑크,9,0,,,0,1,0,0,0,0,0,0,0,0,0,0
플레이터널 ES,버드,30,0,,,0,53,149,151,80,148,123,42,21,21,4,1
마이크로파이버 속통,이불속통-사계절용Q,0,0,,,0,89,117,96,92,103,272,144,111,47,19,3
플레이터널 ES,지오캐슬-핑크,2,0,,,0,54,175,139,58,64,49,1,0,0,0,0
플레이터널 ES,솔리드-퍼플,58,0,,,0,44,50,69,50,78,15,2,1,2,0,0
플레이포켓(낱개),솔리드-핑크,11,0,,,0,100,478,824,993,844,1,0,0,0,0,0
플레이포켓(낱개),솔리드-스카이블루,5,0,,,0,97,515,857,925,854,0,0,0,0,0,0
플레이포켓(낱개),솔리드-네이비,98,0,,,0,55,272,359,379,317,1,0,0,0,0,0
플레이포켓(낱개),솔리드-오렌지,13,0,,,0,29,177,253,282,367,0,0,0,0,0,0
플레이포켓(낱개),솔리드-그레이,6,0,,,0,70,485,1085,1394,1150,1,0,0,0,0,0
마이크로파이버 속통,쿠션속통-50*50,51,0,,,0,12,9,19,11,10,6,3,0,2,0,0
사틴 누빔 매트리스 커버,"사이즈:SS, 색상:핑크",90,4,,,0,15,103,94,155,234,51,0,0,2,12,4
사틴 누빔 매트리스 커버,"사이즈:Q, 색상:블루",17,0,,,0,1,5,2,2,4,3,2,1,1,0,0
사틴 누빔 매트리스 커버,"사이즈:Q, 색상:브라운",55,0,,,0,7,3,1,5,7,7,1,1,0,0,0
사틴 누빔 매트리스 커버,"사이즈:Q, 색상:그레이",28,0,,,0,12,29,22,23,23,29,3,3,2,0,0
사틴 누빔 매트리스 패드,"사이즈:Q, 색상:블루",25,0,,,0,2,3,2,10,9,8,2,1,1,0,0
사틴 누빔 매트리스 패드,"사이즈:Q, 색상:브라운",51,0,,,0,7,2,4,4,6,7,3,1,0,0,0
사틴 누빔 매트리스 패드,"사이즈:Q, 색상:그레이",5,0,,,0,10,43,25,24,40,32,7,8,4,0,0
스널크 침구 Q,트위레-더스티핑크,1,0,,,0,3,4,3,1,8,1,0,0,0,0,0
스널크 침구 SS,프린세스,17,0,,,0,14,3,1,2,0,0,0,8,6,7,2
스널크 침구 SS,사커챔프,30,0,,,0,2,0,1,3,0,0,0,2,3,1,0
스널크 침구 SS,발레리나,28,0,,,0,8,0,3,2,0,0,0,3,2,2,0
스널크 침구 SS,소방관,24,0,,,0,8,0,0,0,0,0,0,1,0,2,0
스널크 침구 SS,지오가미,18,0,,,0,2,0,0,0,0,0,0,0,1,1,0
스널크 침구 SS,토끼친구,0,0,,,0,10,0,2,2,0,0,2,3,1,0,0
스널크 침구 Q,방랑자,4,0,,,0,0,0,1,0,0,0,0,0,0,0,0
플레이 부품,커튼 레일(미드용),6,0,,,0,119,563,604,689,284,5,0,0,1,0,0
플레이 부품,커튼 고리,319,0,,,0,119,676,893,949,562,181,51,28,27,4,0
스탠드업 데스크,블랙 M-35 (MT101-M),1,0,,,0,1,125,309,136,285,121,76,36,0,0,0
수면양말,크리스마스,5,0,,,0,166,0,0,0,0,0,0,0,0,0,0
메모리폼 목베개,그린,40,0,,,0,952,1194,11,18,15,0,0,0,0,0,0
메모리폼 목베개,바이올렛,132,0,,,0,910,1052,22,29,27,0,0,0,0,0,0
스텝 스툴,옐로우,5,4,,,0,22,483,712,922,1673,1537,908,675,543,109,2
매장_브로셔,책자,38,0,,,0,4050,4400,0,0,0,0,0,0,0,0,0
스널크 침구 S,트위레-더스티핑크(플란넬),3,0,,,0,0,4,9,4,1,2,2,1,3,1,1
플레이터널 ES,키친,3,0,,,0,16,163,119,31,44,19,1,0,1,0,0
스널크 침구 S,머쉬룸,2,0,,,0,0,10,14,2,9,0,0,0,0,0,0
AS용 스페어 (원형 드로워),바퀴(낱개),813,0,,,0,4,0,0,2,2,2,5,0,1,0,0
AS용 스페어 (원형 드로워),스토퍼(낱개),-28,0,,,60,1752,2093,1389,279,222,155,84,15,7,121,50
스널크 침구 S,하트풍선,4,0,,,0,0,61,112,91,44,0,0,0,0,0,0
스널크 침구 S,핑크돼지,3,0,,,0,0,8,10,7,5,0,0,0,0,0,0
손잡이(원형),연그레이,39,0,,,0,3,110,448,302,4,1,1,2,0,0,0
손잡이(원형),연블루(그라데이션),236,0,,,0,231,410,420,604,560,1,1,0,0,0,0
손잡이(원형),진블루(솔리드),163,0,,,102,313,60,70,19,12,0,0,0,0,0,0
스널크 침구 Q,트위레-더스티핑크(플란넬),10,0,,,0,0,0,2,2,7,4,0,2,3,0,0
컵,영국컵,762,0,,,0,0,1490,626,546,7,16,10,0,0,0,0
톤온톤 책장용 와이어바스켓,S핑크,10,7,,,0,0,1099,2941,5034,6740,4957,1574,1140,711,752,0
B급 사틴 누빔 매트리스 패드,"B급 사이즈:Q, 색상:그레이",0,0,,,0,0,0,0,0,0,0,1,0,0,0,0
B급 사틴 누빔 매트리스 패드,"B급 사이즈:Q, 색상:브라운",0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
B급 사틴 누빔 매트리스 패드,"B급 사이즈:Q, 색상:블루",1,0,,,0,0,0,0,0,0,0,0,0,0,0,0
B급 사틴 누빔 매트리스 패드,"B급 사이즈:SS, 색상:핑크",2,0,,,0,0,0,0,0,0,0,0,0,0,0,0
B급 사틴 누빔 매트리스 패드,"B급 사이즈:SS, 색상:퍼플",1,0,,,0,0,0,0,0,0,0,0,0,0,0,0
B급 사틴 누빔 매트리스 패드,"B급 사이즈:SS, 색상:그레이",5,0,,,0,0,0,0,0,0,1,0,0,0,0,0
B급 사틴 누빔 매트리스 패드,"B급 사이즈:SS, 색상:브라운",0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
B급 사틴 누빔 매트리스 패드,"B급 사이즈:SS, 색상:블루",4,0,,,0,0,0,0,0,0,0,0,0,0,0,0
B급 사틴 누빔 매트리스 패드,"B급 사이즈:ES, 색상:핑크",23,0,,,0,0,0,2,2,0,0,0,0,0,0,0
B급 사틴 누빔 매트리스 패드,"B급 사이즈:ES, 색상:퍼플",25,0,,,0,0,0,2,2,0,0,0,0,0,0,0
B급 사틴 누빔 매트리스 패드,"B급 사이즈:ES, 색상:그레이",12,0,,,0,0,0,3,1,0,0,3,1,0,0,0
B급 사틴 누빔 매트리스 패드,"B급 사이즈:ES, 색상:브라운",10,0,,,0,0,0,4,2,1,0,1,0,0,0,0
B급 사틴 누빔 매트리스 패드,"B급 사이즈:ES, 색상:블루",14,0,,,0,0,0,3,1,1,1,1,0,0,0,0
B급 사틴 누빔 매트리스 커버,"B급 사이즈:Q, 색상:그레이",0,0,,,0,0,0,0,0,0,0,1,0,0,0,0
B급 사틴 누빔 매트리스 커버,"B급 사이즈:Q, 색상:브라운",2,0,,,0,0,0,0,0,0,0,0,0,0,0,0
B급 사틴 누빔 매트리스 커버,"B급 사이즈:Q, 색상:블루",0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
B급 사틴 누빔 매트리스 커버,"B급 사이즈:SS, 색상:핑크",6,0,,,0,0,0,0,0,0,0,0,0,0,0,0
B급 사틴 누빔 매트리스 커버,"B급 사이즈:SS, 색상:퍼플",1,0,,,0,0,0,0,0,0,0,0,0,0,0,0
B급 사틴 누빔 매트리스 커버,"B급 사이즈:SS, 색상:그레이",3,0,,,0,0,0,0,0,0,1,0,0,0,0,0
B급 사틴 누빔 매트리스 커버,"B급 사이즈:SS, 색상:브라운",0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
B급 사틴 누빔 매트리스 커버,"B급 사이즈:SS, 색상:블루",2,0,,,0,0,0,0,0,0,0,0,0,0,0,0
B급 사틴 누빔 매트리스 커버,"B급 사이즈:ES, 색상:핑크",24,0,,,0,0,0,1,2,0,1,0,0,0,0,0
B급 사틴 누빔 매트리스 커버,"B급 사이즈:ES, 색상:퍼플",25,0,,,0,0,0,3,2,0,0,0,0,0,0,0
B급 사틴 누빔 매트리스 커버,"B급 사이즈:ES, 색상:그레이",12,0,,,0,0,0,1,2,0,3,4,1,2,0,0
B급 사틴 누빔 매트리스 커버,"B급 사이즈:ES, 색상:브라운",6,0,,,0,0,0,2,0,0,1,1,0,0,0,0
B급 사틴 누빔 매트리스 커버,"B급 사이즈:ES, 색상:블루",19,0,,,0,0,0,7,2,1,1,1,0,0,0,0
B급 마이크로파이버 속통,B급 이불속통-여름용Q,4,0,,,0,0,0,0,1,0,0,0,0,0,0,0
B급 마이크로파이버 속통,B급 이불속통-여름용S,24,0,,,0,0,1,2,1,0,1,1,0,0,0,0
B급 마이크로파이버 속통,B급 이불속통-사계절용Q,27,0,,,0,0,0,2,0,0,0,0,0,0,0,0
B급 마이크로파이버 속통,B급 베개속통,0,0,,,0,0,2,21,24,3,16,6,7,9,1,0
B급 마이크로파이버 속통,B급 이불속통-사계절용S,89,0,,,0,0,2,31,33,5,15,4,6,31,1,0
B급 듀펜 매트리스 ES(90*200),B급 14cm (최신),54,0,,,0,0,2,22,15,4,19,3,20,9,0,0
B급 LED언더라이트,B급 어댑터,1,0,,,0,0,2,1,7,2,3,0,26,9,2,0
B급 LED언더라이트,B급 LED 본체,1,0,,,0,0,2,3,11,7,4,0,20,9,6,0
B급 스텝 스툴,B급 옐로우,0,0,,,0,0,1,0,2,0,0,0,0,3,0,0
B급 플레이 부품,B급 터널 튜브 1ea,8,0,,,0,0,0,5,6,2,4,0,9,4,0,0
B급 어린이 옷장-딘종,B급 화이트워시2,2,0,,,0,0,0,0,0,0,5,0,0,0,0,0
B급 어린이 옷장-딘종,B급 화이트워시,0,0,,,0,0,0,1,0,0,2,0,0,0,0,0
B급 서랍장,B급 화이트워시(구형X),1,0,,,0,0,0,0,0,0,3,0,0,0,0,0
B급 책장,B급 화이트워시,2,0,,,0,0,0,0,0,0,2,0,0,0,0,0
B급 낮은책장-단종,B급 화이트워시,1,0,,,0,0,0,1,0,0,0,0,0,0,0,0
B급 스틴스 안전가드,B급 화이트워시(원목),1,0,,,0,0,0,1,0,0,5,0,2,0,0,0
B급 플레이터널 ES,B급 키친,5,0,,,0,0,0,2,0,1,0,0,0,0,0,0
B급 플레이터널 ES,B급 캠핑,2,0,,,0,0,0,4,3,1,1,1,2,0,0,0
B급 플레이터널 ES,B급 솔리드-블루,6,0,,,0,0,0,1,0,0,0,0,0,0,0,0
B급 플레이터널 ES,B급 솔리드-퍼플,2,0,,,0,0,0,3,0,0,0,0,0,0,0,0
B급 플레이터널 ES,B급 지오캐슬-핑크,7,0,,,0,0,0,2,0,0,0,0,1,0,0,0
B급 플레이터널 ES,B급 지오캐슬-블루,7,0,,,0,0,0,0,0,0,0,0,0,0,0,0
B급 플레이터널 ES,B급 버드,8,0,,,0,0,0,2,1,0,0,0,1,0,0,0
B급 벙커확장키트,B급 투톤(스톤) 이층,0,0,,,0,0,0,1,0,0,0,0,0,0,0,0
B급 벙커확장키트,B급 화이트워시 이층,0,0,,,0,0,0,0,1,0,1,1,1,0,0,0
B급 하이확장키트,B급 화이트워시2,0,0,,,0,0,0,0,0,0,1,0,0,1,0,0
B급 하이확장키트,B급 투톤(스톤)2,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0
B급 미드확장키트,B급 투톤(스톤),3,0,,,0,0,0,0,0,0,0,0,0,0,0,0
B급 미드확장키트,B급 화이트워시,1,0,,,0,0,0,1,1,0,1,1,0,0,0,0
B급 싱글침대,B급 투톤(스톤),4,0,,,0,0,0,2,0,0,0,0,0,0,0,0
B급 싱글침대,B급 화이트워시,0,0,,,0,0,2,2,2,0,8,3,3,1,0,0
AS용 스페어 (공통-MDF/화이트워시/투톤/연그레이),1번 (갈비살),12,9,,,0,0,52,147,179,626,594,613,405,366,326,86
AS용 스페어 (공통-MDF/화이트워시/투톤/연그레이),2번 (보강대),48,1,,,0,0,0,14,15,13,5,19,5,2,4,2
AS용 스페어 (공통-화이트워시/투톤),3번/14번 (싱글/하이),15,3,,,0,0,0,8,5,9,4,4,4,11,1,2
AS용 스페어 (공통-화이트워시/투톤),6번/18번 (미드/벙커),24,0,,,0,0,1,4,1,2,2,1,0,0,0,0
AS용 스페어 (공통-화이트워시/투톤),9번/19번 (미드/벙커),27,1,,,0,0,2,5,4,7,9,3,7,6,6,1
AS용 스페어 (공통-화이트워시/투톤),11번/21번 (미드/벙커),20,0,,,0,0,0,0,1,2,0,0,0,0,1,0
AS용 스페어 (공통-화이트워시/투톤),13번/23번 (사다리발판),129,0,,,0,0,0,12,3,9,9,5,4,6,2,0
AS용 스페어 (화이트워시),4번/15번 (싱글/하이),32,4,,,0,0,0,4,11,12,4,8,6,23,0,0
AS용 스페어 (화이트워시),7번 (미드),1,0,,,0,0,1,6,3,1,3,0,0,8,1,0
AS용 스페어 (화이트워시),12번 (미드-사다리),4,0,,,0,0,0,2,2,3,0,5,0,4,0,0
AS용 스페어 (화이트워시),22번 (벙커-사다리),8,0,,,0,0,0,3,0,8,5,2,2,1,0,0
AS용 스페어 (화이트워시),24번 (벙커),45,0,,,0,0,2,2,3,11,3,2,2,0,0,1
AS용 스페어 (투톤),4번/15번 (싱글/하이),167,0,,,0,0,0,7,1,3,5,1,1,4,1,0
AS용 스페어 (투톤),7번 (미드),35,0,,,0,0,0,5,0,2,6,0,0,0,0,0
AS용 스페어 (투톤),12번 (미드-사다리),40,0,,,0,0,0,2,0,0,0,0,0,0,0,0
AS용 스페어 (투톤),22번 (벙커-사다리),46,0,,,0,0,0,0,0,5,0,0,0,0,0,0
AS용 스페어 (투톤),24번 (벙커),28,0,,,0,0,0,0,0,2,3,0,0,0,0,0
B급 침대용 자석보드(스틸보드),B급 자석세트(4ea),1,0,,,0,0,0,3,3,0,2,0,3,2,0,0
B급 침대용 자석보드(스틸보드),B급 옐로우,2,0,,,0,0,0,3,0,0,1,0,1,1,0,0
B급 북_와이어바스켓,B급 화이트,6,0,,,0,0,4,14,54,1,8,3,9,5,0,0
B급 언더_리어탑바스켓,B급 브라운,5,0,,,0,0,2,32,40,2,15,12,4,2,2,0
B급 런던버스,B급 옐로,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0
B급 런던버스,B급 레드,1,0,,,0,0,0,1,1,0,1,0,0,0,0,0
B급 스탠딩 데스크,B급 리어탑,2,0,,,0,0,0,2,0,0,0,0,0,0,0,0
B급 스탠딩 데스크,B급 다리,3,0,,,0,0,0,2,0,0,0,0,0,0,0,0
B급 스탠딩 데스크,B급 상판,3,0,,,0,0,0,2,0,0,0,0,0,0,0,0
B급 그로우 데스크,B급 다리W,3,0,,,0,0,2,7,2,0,1,0,0,0,0,0
B급 그로우 데스크,B급 다리G,2,0,,,0,0,2,6,2,1,1,0,0,0,0,0
B급 그로우 데스크,B급 리어탑CN,21,0,,,0,0,5,13,7,4,5,3,0,0,0,0
B급 그로우 데스크,B급 리어탑SN,2,0,,,0,0,0,2,5,2,5,5,0,0,0,0
B급 북서포트,B급 블랙,21,0,,,0,0,0,11,9,1,0,0,0,0,0,0
B급 북서포트,B급 핑크,20,0,,,0,0,1,13,11,1,0,0,0,0,0,0
B급 그로우 LED,B급 받침대,0,0,,,0,0,0,0,0,0,0,0,6,0,0,0
B급 그로우 LED,B급 어댑터,0,0,,,0,0,3,23,1,38,149,103,45,1,0,0
B급 그로우 LED,B급 호리즌(터치식),66,0,,,0,0,1,3,1,0,0,0,0,0,0,0
B급 그로우 LED,B급 스완(버튼식),353,0,,,0,0,23,19,1,1,0,0,1,0,0,0
B급 메쉬체어,단일상품,0,0,,,0,0,0,2,4,1,0,0,0,0,0,0
B급 스탠드업 데스크,B급 블랙 M-35 (MT101-M),6,0,,,0,0,0,0,0,0,0,1,0,0,0,0
B급 스탠드업 데스크,B급 블랙 S-27 (MT101-S),3,0,,,0,0,0,0,1,2,0,0,0,0,0,0
B급 등받이커버-NS공용,B급 블루(뉴),0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
B급 등받이커버-NS공용,B급 블랙(뉴),1,0,,,0,0,0,3,0,0,0,0,1,0,0,0
B급 커버-NS공용,B급 블루(뉴),3,0,,,0,0,0,2,0,0,0,0,0,0,0,0
B급 커버-NS공용,B급 블랙(뉴),1,0,,,0,0,0,4,0,0,0,0,1,0,0,0
B급 NS750AR,단일상품,11,0,,,0,0,0,1,4,1,2,1,0,0,0,0
B급 NS550,단일상품,4,0,,,0,0,0,0,0,0,1,0,0,0,0,0
B급 NS330,B급 레드,2,0,,,0,0,0,0,0,0,0,0,0,0,0,0
B급 NS330,B급 블랙,8,0,,,0,0,0,1,2,0,1,2,0,0,0,0
B급 원형 드로워,B급 베이지,17,0,,,0,0,0,10,3,4,1,4,0,0,0,0
B급 원형 드로워,B급 그레이,15,0,,,0,0,2,10,3,3,3,3,0,0,0,0
B급 원형 드로워,B급 옐로우,1,0,,,0,0,0,2,1,1,1,2,0,0,0,0
B급 원형 드로워,B급 블루,3,0,,,0,0,0,2,0,1,0,1,0,0,0,0
B급 원형 드로워,B급 핑크,1,0,,,0,0,0,0,1,0,0,0,0,0,0,0
B급 원형 드로워,B급 그린,1,0,,,0,0,0,4,0,0,2,1,0,0,0,0
B급 이너커버 - 체인지,단일상품,13,0,,,0,0,0,1,0,0,0,0,0,0,0,0
B급 커버 - 자수 체인지,B급 풋볼,0,0,,,0,0,0,1,0,0,0,0,0,0,0,0
B급 커버 - 자수 체인지,B급 페어리,2,0,,,0,0,0,3,0,0,0,0,0,0,0,0
B급 커버 - 자수 체인지,B급 플라워레드,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0
B급 커버 - 체인지 (유아소파),B급 블루 에어플레인,1,0,,,0,0,0,3,0,0,0,0,0,0,0,0
B급 커버 - 체인지 (유아소파),B급 핑크 리브스,1,0,,,0,0,0,3,0,0,0,0,0,0,0,0
B급 커버 - 체인지 (유아소파),B급 스트라이프 오렌지,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0
B급 커버 - 체인지 (유아소파),B급 스트라이프 블루,1,0,,,0,0,0,1,0,0,0,0,0,0,0,0
B급 커버 - 체인지 (유아소파),B급 스트라이프 핑크,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
B급 커버 - 체인지 (유아소파),B급 쉐브론 그레이,2,0,,,0,0,0,3,0,0,0,0,0,0,0,0
B급 커버 - 체인지 (유아소파),B급 쉐브론 블루,3,0,,,0,0,0,0,0,0,0,0,0,0,0,0
B급 커버 - 체인지 (유아소파),B급 쉐브론 핑크,3,0,,,0,0,0,0,0,0,0,0,0,0,0,0
B급 커버 - 체인지 (유아소파),B급 브라운,1,0,,,0,0,0,1,0,0,0,0,0,0,0,0
B급 커버 - 체인지 (유아소파),B급 퍼플,0,0,,,0,0,0,2,0,0,0,0,0,0,0,0
B급 커버 - 체인지 (유아소파),B급 블루,0,0,,,0,0,0,1,0,0,0,0,0,0,0,0
B급 커버 - 체인지 (유아소파),B급 레드,2,0,,,0,0,0,0,0,0,0,0,0,0,0,0
B급 커버 - 체인지 (유아소파),B급 오렌지,1,0,,,0,0,0,1,0,0,0,0,0,0,0,0
B급 커버 - 체인지 (유아소파),B급 그린,1,0,,,0,0,0,1,1,0,0,0,0,0,0,0
B급 커버 - 체인지 (유아소파),B급 탄핑크,1,0,,,0,0,0,3,0,0,0,0,0,0,0,0
B급 커버 - 체인지 (유아소파),B급 탄블루,1,0,,,0,0,0,2,0,0,0,0,0,0,0,0
B급 폼 - 리틀리더 체인지,단일상품,5,0,,,0,0,0,28,20,0,0,0,0,0,0,0
B급 페이퍼롤,단일상품,1,0,,,0,0,0,2,1,0,0,0,1,0,0,0
B급 리틀리더 주니어,B급 차콜,6,0,,,0,0,0,5,0,0,1,0,1,0,0,0
B급 몬스터빈,B급 그린,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0
B급 몬스터빈,B급 핑크,2,0,,,0,0,0,0,0,0,0,0,0,0,0,0
B급 몬스터빈,B급 블루,3,0,,,0,0,0,0,0,0,0,0,0,0,0,0
AS용 스페어 (공통-화이트워시/투톤),짧은키트(안전가드),4,6,,,0,0,26,106,123,258,361,350,398,346,85,0
